query_toks_no_value,question,table name
"['select', 'country', 'from', 'tv_channel', 'except', 'select', 't1', '.', 'country', 'from', 'tv_channel', 'as', 't1', 'join', 'cartoon', 'as', 't2', 'on', 't1', '.', 'id', '=', 't2', '.', 'channel', 'where', 't2', '.', 'written_by', '=', 'value']",which countries' tv channels are not playing any cartoon written by Todd Casey?,"['tv_channel', 'tv_channel', 'cartoon']"
"['select', 'country', 'from', 'tv_channel', 'except', 'select', 't1', '.', 'country', 'from', 'tv_channel', 'as', 't1', 'join', 'cartoon', 'as', 't2', 'on', 't1', '.', 'id', '=', 't2', '.', 'channel', 'where', 't2', '.', 'written_by', '=', 'value']",What are the countries that are not playing cartoons written by Todd Casey?,"['tv_channel', 'tv_channel', 'cartoon']"
"['select', 't1', '.', 'series_name', ',', 't1', '.', 'country', 'from', 'tv_channel', 'as', 't1', 'join', 'cartoon', 'as', 't2', 'on', 't1', '.', 'id', '=', 't2', '.', 'channel', 'where', 't2', '.', 'directed_by', '=', 'value', 'intersect', 'select', 't1', '.', 'series_name', ',', 't1', '.', 'country', 'from', 'tv_channel', 'as', 't1', 'join', 'cartoon', 'as', 't2', 'on', 't1', '.', 'id', '=', 't2', '.', 'channel', 'where', 't2', '.', 'directed_by', '=', 'value']",Find the series name and country of the tv channel that is playing some cartoons directed by Ben Jones and Michael Chang?,"['tv_channel', 'cartoon', 'tv_channel', 'cartoon']"
"['select', 't1', '.', 'series_name', ',', 't1', '.', 'country', 'from', 'tv_channel', 'as', 't1', 'join', 'cartoon', 'as', 't2', 'on', 't1', '.', 'id', '=', 't2', '.', 'channel', 'where', 't2', '.', 'directed_by', '=', 'value', 'intersect', 'select', 't1', '.', 'series_name', ',', 't1', '.', 'country', 'from', 'tv_channel', 'as', 't1', 'join', 'cartoon', 'as', 't2', 'on', 't1', '.', 'id', '=', 't2', '.', 'channel', 'where', 't2', '.', 'directed_by', '=', 'value']",What is the series name and country of all TV channels that are playing cartoons directed by Ben Jones and cartoons directed by Michael Chang?,"['tv_channel', 'cartoon', 'tv_channel', 'cartoon']"
"['select', 'pixel_aspect_ratio_par', ',', 'country', 'from', 'tv_channel', 'where', 'language', '!', '=', 'value']",find the pixel aspect ratio and nation of the tv channels that do not use English.,['tv_channel']
"['select', 'pixel_aspect_ratio_par', ',', 'country', 'from', 'tv_channel', 'where', 'language', '!', '=', 'value']",What is the pixel aspect ratio and country of origin for all TV channels that do not use English?,['tv_channel']
"['select', 'id', 'from', 'tv_channel', 'group', 'by', 'country', 'having', 'count', '(', '*', ')', '>', 'value']",find id of the tv channels that from the countries where have more than two tv channels.,['tv_channel']
"['select', 'id', 'from', 'tv_channel', 'group', 'by', 'country', 'having', 'count', '(', '*', ')', '>', 'value']",What are the ids of all tv channels that have more than 2 TV channels?,['tv_channel']
"['select', 'id', 'from', 'tv_channel', 'except', 'select', 'channel', 'from', 'cartoon', 'where', 'directed_by', '=', 'value']",find the id of tv channels that do not play any cartoon directed by Ben Jones.,"['tv_channel', 'cartoon']"
"['select', 'id', 'from', 'tv_channel', 'except', 'select', 'channel', 'from', 'cartoon', 'where', 'directed_by', '=', 'value']",What are the ids of the TV channels that do not have any cartoons directed by Ben Jones?,"['tv_channel', 'cartoon']"
"['select', 'package_option', 'from', 'tv_channel', 'where', 'id', 'not', 'in', '(', 'select', 'channel', 'from', 'cartoon', 'where', 'directed_by', '=', 'value', ')']",find the package option of the tv channel that do not have any cartoon directed by Ben Jones.,"['tv_channel', 'cartoon']"
"['select', 'package_option', 'from', 'tv_channel', 'where', 'id', 'not', 'in', '(', 'select', 'channel', 'from', 'cartoon', 'where', 'directed_by', '=', 'value', ')']",What are the package options of all tv channels that are not playing any cartoons directed by Ben Jones?,"['tv_channel', 'cartoon']"
"['select', 'count', '(', '*', ')', 'from', 'poker_player']",How many poker players are there?,['poker_player']
"['select', 'count', '(', '*', ')', 'from', 'poker_player']",Count the number of poker players.,['poker_player']
"['select', 'earnings', 'from', 'poker_player', 'order', 'by', 'earnings', 'desc']",List the earnings of poker players in descending order.,['poker_player']
"['select', 'earnings', 'from', 'poker_player', 'order', 'by', 'earnings', 'desc']","What are the earnings of poker players, ordered descending by value?",['poker_player']
"['select', 'final_table_made', ',', 'best_finish', 'from', 'poker_player']",List the final tables made and the best finishes of poker players.,['poker_player']
"['select', 'final_table_made', ',', 'best_finish', 'from', 'poker_player']",What are the final tables made and best finishes for all poker players?,['poker_player']
"['select', 'avg', '(', 'earnings', ')', 'from', 'poker_player']",What is the average earnings of poker players?,['poker_player']
"['select', 'avg', '(', 'earnings', ')', 'from', 'poker_player']",Return the average earnings across all poker players.,['poker_player']
"['select', 'money_rank', 'from', 'poker_player', 'order', 'by', 'earnings', 'desc', 'limit', 'value']",What is the money rank of the poker player with the highest earnings?,['poker_player']
"['select', 'money_rank', 'from', 'poker_player', 'order', 'by', 'earnings', 'desc', 'limit', 'value']",Return the money rank of the player with the greatest earnings.,['poker_player']
"['select', 'max', '(', 'final_table_made', ')', 'from', 'poker_player', 'where', 'earnings', '<', 'value']",What is the maximum number of final tables made among poker players with earnings less than 200000?,['poker_player']
"['select', 'max', '(', 'final_table_made', ')', 'from', 'poker_player', 'where', 'earnings', '<', 'value']",Return the maximum final tables made across all poker players who have earnings below 200000.,['poker_player']
"['select', 't1', '.', 'name', 'from', 'people', 'as', 't1', 'join', 'poker_player', 'as', 't2', 'on', 't1', '.', 'people_id', '=', 't2', '.', 'people_id']",What are the names of poker players?,"['people', 'poker_player']"
"['select', 't1', '.', 'name', 'from', 'people', 'as', 't1', 'join', 'poker_player', 'as', 't2', 'on', 't1', '.', 'people_id', '=', 't2', '.', 'people_id']",Return the names of all the poker players.,"['people', 'poker_player']"
"['select', 't1', '.', 'name', 'from', 'people', 'as', 't1', 'join', 'poker_player', 'as', 't2', 'on', 't1', '.', 'people_id', '=', 't2', '.', 'people_id', 'where', 't2', '.', 'earnings', '>', 'value']",What are the names of poker players whose earnings is higher than 300000?,"['people', 'poker_player']"
"['select', 't1', '.', 'name', 'from', 'people', 'as', 't1', 'join', 'poker_player', 'as', 't2', 'on', 't1', '.', 'people_id', '=', 't2', '.', 'people_id', 'where', 't2', '.', 'earnings', '>', 'value']",Give the names of poker players who have earnings above 300000.,"['people', 'poker_player']"
"['select', 't1', '.', 'name', 'from', 'people', 'as', 't1', 'join', 'poker_player', 'as', 't2', 'on', 't1', '.', 'people_id', '=', 't2', '.', 'people_id', 'order', 'by', 't2', '.', 'final_table_made']",List the names of poker players ordered by the final tables made in ascending order.,"['people', 'poker_player']"
"['select', 't1', '.', 'name', 'from', 'people', 'as', 't1', 'join', 'poker_player', 'as', 't2', 'on', 't1', '.', 'people_id', '=', 't2', '.', 'people_id', 'order', 'by', 't2', '.', 'final_table_made']","What are the names of poker players, ordered ascending by the number of final tables they have made?","['people', 'poker_player']"
"['select', 't1', '.', 'birth_date', 'from', 'people', 'as', 't1', 'join', 'poker_player', 'as', 't2', 'on', 't1', '.', 'people_id', '=', 't2', '.', 'people_id', 'order', 'by', 't2', '.', 'earnings', 'asc', 'limit', 'value']",What is the birth date of the poker player with the lowest earnings?,"['people', 'poker_player']"
"['select', 't1', '.', 'birth_date', 'from', 'people', 'as', 't1', 'join', 'poker_player', 'as', 't2', 'on', 't1', '.', 'people_id', '=', 't2', '.', 'people_id', 'order', 'by', 't2', '.', 'earnings', 'asc', 'limit', 'value']",Return the birth date of the poker player with the lowest earnings.,"['people', 'poker_player']"
"['select', 't2', '.', 'money_rank', 'from', 'people', 'as', 't1', 'join', 'poker_player', 'as', 't2', 'on', 't1', '.', 'people_id', '=', 't2', '.', 'people_id', 'order', 'by', 't1', '.', 'height', 'desc', 'limit', 'value']",What is the money rank of the tallest poker player?,"['people', 'poker_player']"
"['select', 't2', '.', 'money_rank', 'from', 'people', 'as', 't1', 'join', 'poker_player', 'as', 't2', 'on', 't1', '.', 'people_id', '=', 't2', '.', 'people_id', 'order', 'by', 't1', '.', 'height', 'desc', 'limit', 'value']",Return the money rank of the poker player with the greatest height.,"['people', 'poker_player']"
"['select', 'avg', '(', 't2', '.', 'earnings', ')', 'from', 'people', 'as', 't1', 'join', 'poker_player', 'as', 't2', 'on', 't1', '.', 'people_id', '=', 't2', '.', 'people_id', 'where', 't1', '.', 'height', '>', 'value']",What is the average earnings of poker players with height higher than 200?,"['people', 'poker_player']"
"['select', 'avg', '(', 't2', '.', 'earnings', ')', 'from', 'people', 'as', 't1', 'join', 'poker_player', 'as', 't2', 'on', 't1', '.', 'people_id', '=', 't2', '.', 'people_id', 'where', 't1', '.', 'height', '>', 'value']",Give average earnings of poker players who are taller than 200.,"['people', 'poker_player']"
"['select', 't1', '.', 'name', 'from', 'people', 'as', 't1', 'join', 'poker_player', 'as', 't2', 'on', 't1', '.', 'people_id', '=', 't2', '.', 'people_id', 'order', 'by', 't2', '.', 'earnings', 'desc']",What are the names of poker players in descending order of earnings?,"['people', 'poker_player']"
"['select', 't1', '.', 'name', 'from', 'people', 'as', 't1', 'join', 'poker_player', 'as', 't2', 'on', 't1', '.', 'people_id', '=', 't2', '.', 'people_id', 'order', 'by', 't2', '.', 'earnings', 'desc']",Return the names of poker players sorted by their earnings descending.,"['people', 'poker_player']"
"['select', 'nationality', ',', 'count', '(', '*', ')', 'from', 'people', 'group', 'by', 'nationality']",What are different nationalities of people and the corresponding number of people from each nation?,['people']
"['select', 'nationality', ',', 'count', '(', '*', ')', 'from', 'people', 'group', 'by', 'nationality']",How many people are there of each nationality?,['people']
"['select', 'nationality', 'from', 'people', 'group', 'by', 'nationality', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",What is the most common nationality of people?,['people']
"['select', 'nationality', 'from', 'people', 'group', 'by', 'nationality', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",Give the nationality that is most common across all people.,['people']
"['select', 'nationality', 'from', 'people', 'group', 'by', 'nationality', 'having', 'count', '(', '*', ')', '>', '=', 'value']",What are the nationalities that are shared by at least two people?,['people']
"['select', 'nationality', 'from', 'people', 'group', 'by', 'nationality', 'having', 'count', '(', '*', ')', '>', '=', 'value']",Return the nationalities for which there are two or more people.,['people']
"['select', 'name', ',', 'birth_date', 'from', 'people', 'order', 'by', 'name', 'asc']",List the names and birth dates of people in ascending alphabetical order of name.,['people']
"['select', 'name', ',', 'birth_date', 'from', 'people', 'order', 'by', 'name', 'asc']","What are the names and birth dates of people, ordered by their names in alphabetical order?",['people']
"['select', 'name', 'from', 'people', 'where', 'nationality', '!', '=', 'value']","Show names of people whose nationality is not ""Russia"".",['people']
"['select', 'name', 'from', 'people', 'where', 'nationality', '!', '=', 'value']",What are the names of people who are not from Russia?,['people']
"['select', 'name', 'from', 'people', 'where', 'people_id', 'not', 'in', '(', 'select', 'people_id', 'from', 'poker_player', ')']",List the names of people that are not poker players.,"['people', 'poker_player']"
"['select', 'name', 'from', 'people', 'where', 'people_id', 'not', 'in', '(', 'select', 'people_id', 'from', 'poker_player', ')']",What are the names of people who do not play poker?,"['people', 'poker_player']"
"['select', 'count', '(', 'distinct', 'nationality', ')', 'from', 'people']",How many distinct nationalities are there?,['people']
"['select', 'count', '(', 'distinct', 'nationality', ')', 'from', 'people']",Count the number of different nationalities.,['people']
"['select', 'count', '(', '*', ')', 'from', 'area_code_state']",How many states are there?,['area_code_state']
"['select', 'contestant_number', ',', 'contestant_name', 'from', 'contestants', 'order', 'by', 'contestant_name', 'desc']","List the contestant numbers and names, ordered by contestant name descending.",['contestants']
"['select', 'vote_id', ',', 'phone_number', ',', 'state', 'from', 'votes']","List the vote ids, phone numbers and states of all votes.",['votes']
"['select', 'max', '(', 'area_code', ')', ',', 'min', '(', 'area_code', ')', 'from', 'area_code_state']",What are the maximum and minimum values of area codes?,['area_code_state']
