Table,Representation,k,Expected results,Retrieval,Evalution,COS Similary,Num documents
"Neutronicity, confinement requirement, and power densityNuclear fusion",html_like,1,"Index([418], dtype='int64')",[405],precision@1: 0.0,"[[{'corpus_id': 405, 'score': 0.08034685254096985}]]",454
Order and kineticsPhotosynthesis,html_like,1,"Index([431], dtype='int64')",[431],precision@1: 1.0,"[[{'corpus_id': 431, 'score': 0.1636451631784439}]]",454
OxoacidsPhosphorus,html_like,1,"Index([440], dtype='int64')",[440],precision@1: 1.0,"[[{'corpus_id': 440, 'score': 0.12206212431192398}]]",454
Page version statusSulfur,html_like,1,"Index([441], dtype='int64')",[407],precision@1: 0.0,"[[{'corpus_id': 407, 'score': 0.18608351051807404}]]",454
Platform informationAndroid (operating system),html_like,1,"Index([444], dtype='int64')",[10],precision@1: 0.0,"[[{'corpus_id': 10, 'score': 0.09418115019798279}]]",454
Pourbaix diagrams[110] Uranium,html_like,1,"Index([407], dtype='int64')",[407],precision@1: 1.0,"[[{'corpus_id': 407, 'score': 0.17726105451583862}]]",454
Pourbaix diagrams for copper Copper,html_like,1,"Index([423], dtype='int64')",[423],precision@1: 1.0,"[[{'corpus_id': 423, 'score': 0.14912962913513184}]]",454
Radar frequency bands Radar,html_like,1,"Index([451], dtype='int64')",[451],precision@1: 1.0,"[[{'corpus_id': 451, 'score': 0.2754870057106018}]]",454
Share of total world manufacturing output (percentage)[187] Industrial Revolution,html_like,1,"Index([438], dtype='int64')",[405],precision@1: 0.0,"[[{'corpus_id': 405, 'score': 0.09474727511405945}]]",454
SuccessorsHubble Space Telescope,html_like,1,"Index([412], dtype='int64')",[412],precision@1: 1.0,"[[{'corpus_id': 412, 'score': 0.24069413542747498}]]",454
Summary of achievementsSpaceX,html_like,1,"Index([414], dtype='int64')",[414],precision@1: 1.0,"[[{'corpus_id': 414, 'score': 0.2993714511394501}]]",454
The continuous or average power required for some uses: Laser,html_like,1,"Index([421], dtype='int64')",[421],precision@1: 1.0,"[[{'corpus_id': 421, 'score': 0.15051457285881042}]]",454
The division by age in the Inca empire from the book Daily Life in Peru Under the Last Incas page 103-104[57] Inca Empire,html_like,1,"Index([452], dtype='int64')",[66],precision@1: 0.0,"[[{'corpus_id': 66, 'score': 0.07094360142946243}]]",454
The fourth state of matterPlasma (physics),html_like,1,"Index([447], dtype='int64')",[447],precision@1: 1.0,"[[{'corpus_id': 447, 'score': 0.21867407858371735}]]",454
Twin paradoxSpecial relativity,html_like,1,"Index([419], dtype='int64')",[419],precision@1: 1.0,"[[{'corpus_id': 419, 'score': 0.0856725424528122}]]",454
TypesCell (biology),html_like,1,"Index([417], dtype='int64')",[417],precision@1: 1.0,"[[{'corpus_id': 417, 'score': 0.1860811859369278}]]",454
USB power standards USB,html_like,1,"Index([426], dtype='int64')",[426],precision@1: 1.0,"[[{'corpus_id': 426, 'score': 0.1500304788351059}]]",454
US expenditures in South Vietnam (1953–74)Direct costs only[423] Vietnam War,html_like,1,"Index([453], dtype='int64')",[85],precision@1: 0.0,"[[{'corpus_id': 85, 'score': 0.10134109109640121}]]",454
VersionsJava (programming language),html_like,1,"Index([429], dtype='int64')",[429],precision@1: 1.0,"[[{'corpus_id': 429, 'score': 0.13272273540496826}]]",454
Wi-Fi generationsvte Wi-Fi,html_like,1,"Index([428], dtype='int64')",[428],precision@1: 1.0,"[[{'corpus_id': 428, 'score': 0.18469202518463135}]]",454
artists,column_header_value_triples,5,"Index([0, 1, 2, 3, 4], dtype='int64')","[96, 97, 4, 31, 301]",precision@5: 0.2,"[[{'corpus_id': 96, 'score': 0.11173142492771149}, {'corpus_id': 97, 'score': 0.11069667339324951}, {'corpus_id': 4, 'score': 0.090373694896698}, {'corpus_id': 31, 'score': 0.08135843276977539}, {'corpus_id': 301, 'score': 0.0806751549243927}]]",454
playlists,column_header_value_triples,5,"Index([5, 6, 7, 8, 9], dtype='int64')","[8, 6, 7, 5, 1]",precision@5: 0.8,"[[{'corpus_id': 8, 'score': 0.2538432776927948}, {'corpus_id': 6, 'score': 0.2233096808195114}, {'corpus_id': 7, 'score': 0.19993099570274353}, {'corpus_id': 5, 'score': 0.16747862100601196}, {'corpus_id': 1, 'score': 0.15081526339054108}]]",454
chip_model,column_header_value_triples,5,"Index([10, 11, 12, 13, 14], dtype='int64')","[11, 12, 13, 14, 10]",precision@5: 1.0,"[[{'corpus_id': 11, 'score': 0.3225243389606476}, {'corpus_id': 12, 'score': 0.3192746043205261}, {'corpus_id': 13, 'score': 0.3144781291484833}, {'corpus_id': 14, 'score': 0.31327712535858154}, {'corpus_id': 10, 'score': 0.2962276041507721}]]",454
Video_Games,column_header_value_triples,5,"Index([15, 16, 17, 18, 19], dtype='int64')","[17, 18, 15, 19, 16]",precision@5: 1.0,"[[{'corpus_id': 17, 'score': 0.3766525983810425}, {'corpus_id': 18, 'score': 0.31359580159187317}, {'corpus_id': 15, 'score': 0.29187077283859253}, {'corpus_id': 19, 'score': 0.2889500856399536}, {'corpus_id': 16, 'score': 0.27714574337005615}]]",454
employee,column_header_value_triples,5,"Index([20, 21, 22, 23, 24], dtype='int64')","[22, 20, 23, 24, 21]",precision@5: 1.0,"[[{'corpus_id': 22, 'score': 0.2670862376689911}, {'corpus_id': 20, 'score': 0.2637206017971039}, {'corpus_id': 23, 'score': 0.25561919808387756}, {'corpus_id': 24, 'score': 0.15974998474121094}, {'corpus_id': 21, 'score': 0.15502849221229553}]]",454
Addresses,column_header_value_triples,5,"Index([25, 26, 27, 28, 29], dtype='int64')","[27, 96, 29, 95, 97]",precision@5: 0.4,"[[{'corpus_id': 27, 'score': 0.0934496596455574}, {'corpus_id': 96, 'score': 0.09194105863571167}, {'corpus_id': 29, 'score': 0.08918656408786774}, {'corpus_id': 95, 'score': 0.08350171893835068}, {'corpus_id': 97, 'score': 0.08049121499061584}]]",454
city,column_header_value_triples,5,"Index([30, 31, 32, 33, 34], dtype='int64')","[32, 34, 31, 33, 30]",precision@5: 1.0,"[[{'corpus_id': 32, 'score': 0.44082966446876526}, {'corpus_id': 34, 'score': 0.4045880138874054}, {'corpus_id': 31, 'score': 0.39634284377098083}, {'corpus_id': 33, 'score': 0.39491748809814453}, {'corpus_id': 30, 'score': 0.3694266676902771}]]",454
shop,column_header_value_triples,5,"Index([35, 36, 37, 38, 39], dtype='int64')","[38, 35, 36, 37, 39]",precision@5: 1.0,"[[{'corpus_id': 38, 'score': 0.220225989818573}, {'corpus_id': 35, 'score': 0.21085311472415924}, {'corpus_id': 36, 'score': 0.1922277808189392}, {'corpus_id': 37, 'score': 0.15698646008968353}, {'corpus_id': 39, 'score': 0.15233838558197021}]]",454
stadium,column_header_value_triples,5,"Index([40, 41, 42, 43, 44], dtype='int64')","[40, 41, 43, 44, 42]",precision@5: 1.0,"[[{'corpus_id': 40, 'score': 0.28633129596710205}, {'corpus_id': 41, 'score': 0.24469713866710663}, {'corpus_id': 43, 'score': 0.23804594576358795}, {'corpus_id': 44, 'score': 0.19774246215820312}, {'corpus_id': 42, 'score': 0.18357190489768982}]]",454
singer,column_header_value_triples,5,"Index([45, 46, 47, 48, 49], dtype='int64')","[45, 49, 46, 47, 48]",precision@5: 1.0,"[[{'corpus_id': 45, 'score': 0.4071727395057678}, {'corpus_id': 49, 'score': 0.3404694199562073}, {'corpus_id': 46, 'score': 0.334094375371933}, {'corpus_id': 47, 'score': 0.3309537172317505}, {'corpus_id': 48, 'score': 0.3217487335205078}]]",454
station_bike,column_header_value_triples,5,"Index([50, 51, 52, 53, 54], dtype='int64')","[97, 96, 27, 4, 236]",precision@5: 0.0,"[[{'corpus_id': 97, 'score': 0.10336180031299591}, {'corpus_id': 96, 'score': 0.08960090577602386}, {'corpus_id': 27, 'score': 0.0848240852355957}, {'corpus_id': 4, 'score': 0.08410891145467758}, {'corpus_id': 236, 'score': 0.08152587711811066}]]",454
matches,column_header_value_triples,5,"Index([55, 56, 57, 58, 59], dtype='int64')","[403, 213, 232, 354, 217]",precision@5: 0.0,"[[{'corpus_id': 403, 'score': 0.059055544435977936}, {'corpus_id': 213, 'score': 0.05668065696954727}, {'corpus_id': 232, 'score': 0.05587594583630562}, {'corpus_id': 354, 'score': 0.05487168952822685}, {'corpus_id': 217, 'score': 0.05129596218466759}]]",454
station_train,column_header_value_triples,5,"Index([60, 61, 62, 63, 64], dtype='int64')","[64, 62, 63, 61, 60]",precision@5: 1.0,"[[{'corpus_id': 64, 'score': 0.42144662141799927}, {'corpus_id': 62, 'score': 0.32525792717933655}, {'corpus_id': 63, 'score': 0.31639036536216736}, {'corpus_id': 61, 'score': 0.3157196342945099}, {'corpus_id': 60, 'score': 0.31171366572380066}]]",454
artist,column_header_value_triples,5,"Index([65, 66, 67, 68, 69], dtype='int64')","[69, 68, 66, 67, 65]",precision@5: 1.0,"[[{'corpus_id': 69, 'score': 0.37444108724594116}, {'corpus_id': 68, 'score': 0.34505802392959595}, {'corpus_id': 66, 'score': 0.3036247193813324}, {'corpus_id': 67, 'score': 0.2515885829925537}, {'corpus_id': 65, 'score': 0.2456936240196228}]]",454
school,column_header_value_triples,5,"Index([70, 71, 72, 73, 74], dtype='int64')","[72, 73, 70, 71, 74]",precision@5: 1.0,"[[{'corpus_id': 72, 'score': 0.4334546625614166}, {'corpus_id': 73, 'score': 0.4123424291610718}, {'corpus_id': 70, 'score': 0.39539745450019836}, {'corpus_id': 71, 'score': 0.36278867721557617}, {'corpus_id': 74, 'score': 0.3233398199081421}]]",454
book_club,column_header_value_triples,5,"Index([75, 76, 77, 78, 79], dtype='int64')","[79, 77, 76, 78, 75]",precision@5: 1.0,"[[{'corpus_id': 79, 'score': 0.24447254836559296}, {'corpus_id': 77, 'score': 0.23112964630126953}, {'corpus_id': 76, 'score': 0.183111310005188}, {'corpus_id': 78, 'score': 0.15712402760982513}, {'corpus_id': 75, 'score': 0.12050549685955048}]]",454
Staff,column_header_value_triples,5,"Index([80, 81, 82, 83, 84], dtype='int64')","[84, 81, 83, 82, 80]",precision@5: 1.0,"[[{'corpus_id': 84, 'score': 0.4054291248321533}, {'corpus_id': 81, 'score': 0.3275853097438812}, {'corpus_id': 83, 'score': 0.30934396386146545}, {'corpus_id': 82, 'score': 0.29924023151397705}, {'corpus_id': 80, 'score': 0.17986565828323364}]]",454
Products,column_header_value_triples,5,"Index([85, 86, 87, 88, 89], dtype='int64')","[85, 88, 89, 87, 86]",precision@5: 1.0,"[[{'corpus_id': 85, 'score': 0.34147998690605164}, {'corpus_id': 88, 'score': 0.27602678537368774}, {'corpus_id': 89, 'score': 0.255532830953598}, {'corpus_id': 87, 'score': 0.2397860288619995}, {'corpus_id': 86, 'score': 0.23271973431110382}]]",454
Addresses_customers,column_header_value_triples,5,"Index([90, 91, 92, 93, 94], dtype='int64')","[91, 29, 96, 97, 27]",precision@5: 0.2,"[[{'corpus_id': 91, 'score': 0.10367273539304733}, {'corpus_id': 29, 'score': 0.07654554396867752}, {'corpus_id': 96, 'score': 0.07564692944288254}, {'corpus_id': 97, 'score': 0.06947208940982819}, {'corpus_id': 27, 'score': 0.06630243360996246}]]",454
Customers,column_header_value_triples,5,"Index([95, 96, 97, 98, 99], dtype='int64')","[97, 95, 96, 99, 98]",precision@5: 1.0,"[[{'corpus_id': 97, 'score': 0.16457407176494598}, {'corpus_id': 95, 'score': 0.1367705911397934}, {'corpus_id': 96, 'score': 0.13191640377044678}, {'corpus_id': 99, 'score': 0.07916770130395889}, {'corpus_id': 98, 'score': 0.07816813886165619}]]",454
Physician,column_header_value_triples,5,"Index([200, 201, 202, 203, 204], dtype='int64')","[202, 203, 201, 204, 200]",precision@5: 1.0,"[[{'corpus_id': 202, 'score': 0.39049214124679565}, {'corpus_id': 203, 'score': 0.3440360426902771}, {'corpus_id': 201, 'score': 0.3093874156475067}, {'corpus_id': 204, 'score': 0.26759812235832214}, {'corpus_id': 200, 'score': 0.17997528612613678}]]",454
Movie,column_header_value_triples,5,"Index([205, 206, 207, 208, 209], dtype='int64')","[207, 208, 209, 205, 206]",precision@5: 1.0,"[[{'corpus_id': 207, 'score': 0.40844064950942993}, {'corpus_id': 208, 'score': 0.3616009056568146}, {'corpus_id': 209, 'score': 0.3329218327999115}, {'corpus_id': 205, 'score': 0.31552815437316895}, {'corpus_id': 206, 'score': 0.27779924869537354}]]",454
film,column_header_value_triples,5,"Index([210, 211, 212, 213, 214], dtype='int64')","[211, 212, 214, 210, 213]",precision@5: 1.0,"[[{'corpus_id': 211, 'score': 0.40638139843940735}, {'corpus_id': 212, 'score': 0.3900693655014038}, {'corpus_id': 214, 'score': 0.37929674983024597}, {'corpus_id': 210, 'score': 0.37000900506973267}, {'corpus_id': 213, 'score': 0.33842694759368896}]]",454
films,column_header_value_triples,5,"Index([215, 216, 217, 218, 219], dtype='int64')","[215, 217, 218, 219, 216]",precision@5: 1.0,"[[{'corpus_id': 215, 'score': 0.24172846972942352}, {'corpus_id': 217, 'score': 0.2370147705078125}, {'corpus_id': 218, 'score': 0.1757386475801468}, {'corpus_id': 219, 'score': 0.17196151614189148}, {'corpus_id': 216, 'score': 0.15676940977573395}]]",454
medicine,column_header_value_triples,5,"Index([220, 221, 222, 223, 224], dtype='int64')","[222, 223, 221, 224, 441]",precision@5: 0.8,"[[{'corpus_id': 222, 'score': 0.29378968477249146}, {'corpus_id': 223, 'score': 0.20272614061832428}, {'corpus_id': 221, 'score': 0.18145652115345}, {'corpus_id': 224, 'score': 0.12675288319587708}, {'corpus_id': 441, 'score': 0.08398544043302536}]]",454
party,column_header_value_triples,5,"Index([225, 226, 227, 228, 229], dtype='int64')","[225, 229, 227, 226, 228]",precision@5: 1.0,"[[{'corpus_id': 225, 'score': 0.3915533721446991}, {'corpus_id': 229, 'score': 0.3809637427330017}, {'corpus_id': 227, 'score': 0.3806999921798706}, {'corpus_id': 226, 'score': 0.3769817650318146}, {'corpus_id': 228, 'score': 0.3357295095920563}]]",454
region,column_header_value_triples,5,"Index([230, 231, 232, 233, 234], dtype='int64')","[230, 233, 232, 234, 231]",precision@5: 1.0,"[[{'corpus_id': 230, 'score': 0.4858895540237427}, {'corpus_id': 233, 'score': 0.41061702370643616}, {'corpus_id': 232, 'score': 0.4060123562812805}, {'corpus_id': 234, 'score': 0.37627971172332764}, {'corpus_id': 231, 'score': 0.3199610114097595}]]",454
Student,column_header_value_triples,5,"Index([235, 236, 237, 238, 239], dtype='int64')","[333, 239, 235, 236, 330]",precision@5: 0.6,"[[{'corpus_id': 333, 'score': 0.16539381444454193}, {'corpus_id': 239, 'score': 0.15262581408023834}, {'corpus_id': 235, 'score': 0.14224109053611755}, {'corpus_id': 236, 'score': 0.11588941514492035}, {'corpus_id': 330, 'score': 0.09215213358402252}]]",454
list,column_header_value_triples,5,"Index([240, 241, 242, 243, 244], dtype='int64')","[243, 244, 240, 241, 427]",precision@5: 0.8,"[[{'corpus_id': 243, 'score': 0.09407195448875427}, {'corpus_id': 244, 'score': 0.09406477957963943}, {'corpus_id': 240, 'score': 0.0900324285030365}, {'corpus_id': 241, 'score': 0.08866645395755768}, {'corpus_id': 427, 'score': 0.06752939522266388}]]",454
teachers,column_header_value_triples,5,"Index([245, 246, 247, 248, 249], dtype='int64')","[247, 248, 246, 245, 249]",precision@5: 1.0,"[[{'corpus_id': 247, 'score': 0.2353319525718689}, {'corpus_id': 248, 'score': 0.19272471964359283}, {'corpus_id': 246, 'score': 0.17850090563297272}, {'corpus_id': 245, 'score': 0.14861762523651123}, {'corpus_id': 249, 'score': 0.12597951292991638}]]",454
drivers,column_header_value_triples,5,"Index([336, 337, 338, 339, 358], dtype='int64')","[338, 358, 97, 129, 390]",precision@5: 0.4,"[[{'corpus_id': 338, 'score': 0.12699498236179352}, {'corpus_id': 358, 'score': 0.09494806826114655}, {'corpus_id': 97, 'score': 0.09357154369354248}, {'corpus_id': 129, 'score': 0.08379284292459488}, {'corpus_id': 390, 'score': 0.07983812689781189}]]",454
circuits,column_header_value_triples,5,"Index([340, 341, 342, 343, 344], dtype='int64')","[97, 358, 341, 343, 338]",precision@5: 0.4,"[[{'corpus_id': 97, 'score': 0.08431898057460785}, {'corpus_id': 358, 'score': 0.08057879656553268}, {'corpus_id': 341, 'score': 0.077634297311306}, {'corpus_id': 343, 'score': 0.07483292371034622}, {'corpus_id': 338, 'score': 0.07406869530677795}]]",454
constructors,column_header_value_triples,5,"Index([345, 346, 347, 348, 349], dtype='int64')","[348, 345, 349, 346, 97]",precision@5: 0.8,"[[{'corpus_id': 348, 'score': 0.08435897529125214}, {'corpus_id': 345, 'score': 0.07998916506767273}, {'corpus_id': 349, 'score': 0.07218078523874283}, {'corpus_id': 346, 'score': 0.07212615013122559}, {'corpus_id': 97, 'score': 0.06615160405635834}]]",454
user_reviews,column_header_value_triples,5,"Index([350, 351, 352, 353, 354], dtype='int64')","[353, 354, 380, 351, 379]",precision@5: 0.6,"[[{'corpus_id': 353, 'score': 0.07214962691068649}, {'corpus_id': 354, 'score': 0.07001005858182907}, {'corpus_id': 380, 'score': 0.06444855779409409}, {'corpus_id': 351, 'score': 0.061128485947847366}, {'corpus_id': 379, 'score': 0.05567631125450134}]]",454
customers,column_header_value_triples,5,"Index([355, 356, 357, 359, 360], dtype='int64')","[98, 96, 84, 97, 239]",precision@5: 0.0,"[[{'corpus_id': 98, 'score': 0.11761672794818878}, {'corpus_id': 96, 'score': 0.10945546627044678}, {'corpus_id': 84, 'score': 0.09401652961969376}, {'corpus_id': 97, 'score': 0.09369425475597382}, {'corpus_id': 239, 'score': 0.08900921046733856}]]",454
rootbeerbrand,column_header_value_triples,5,"Index([361, 362, 363, 364, 365], dtype='int64')","[361, 363, 362, 365, 357]",precision@5: 0.8,"[[{'corpus_id': 361, 'score': 0.20089201629161835}, {'corpus_id': 363, 'score': 0.17503586411476135}, {'corpus_id': 362, 'score': 0.13064375519752502}, {'corpus_id': 365, 'score': 0.12406642735004425}, {'corpus_id': 357, 'score': 0.09564182907342911}]]",454
publisher,column_header_value_triples,5,"Index([366, 367, 368, 369, 382], dtype='int64')","[97, 370, 377, 4, 213]",precision@5: 0.0,"[[{'corpus_id': 97, 'score': 0.10699771344661713}, {'corpus_id': 370, 'score': 0.10606393218040466}, {'corpus_id': 377, 'score': 0.09880441427230835}, {'corpus_id': 4, 'score': 0.09673205018043518}, {'corpus_id': 213, 'score': 0.09246088564395905}]]",454
author,column_header_value_triples,5,"Index([370, 371, 372, 373, 383], dtype='int64')","[370, 377, 383, 97, 371]",precision@5: 0.6,"[[{'corpus_id': 370, 'score': 0.14961472153663635}, {'corpus_id': 377, 'score': 0.12014403939247131}, {'corpus_id': 383, 'score': 0.11335834860801697}, {'corpus_id': 97, 'score': 0.10575203597545624}, {'corpus_id': 371, 'score': 0.10548616945743561}]]",454
customer,column_header_value_triples,5,"Index([374, 375, 376, 377, 384], dtype='int64')","[97, 96, 99, 98, 92]",precision@5: 0.0,"[[{'corpus_id': 97, 'score': 0.15591222047805786}, {'corpus_id': 96, 'score': 0.15466415882110596}, {'corpus_id': 99, 'score': 0.14415967464447021}, {'corpus_id': 98, 'score': 0.13650105893611908}, {'corpus_id': 92, 'score': 0.11835306882858276}]]",454
businesses,column_header_value_triples,5,"Index([378, 379, 380, 381, 385], dtype='int64')","[97, 96, 98, 99, 210]",precision@5: 0.0,"[[{'corpus_id': 97, 'score': 0.1204758733510971}, {'corpus_id': 96, 'score': 0.10474066436290741}, {'corpus_id': 98, 'score': 0.10121607780456543}, {'corpus_id': 99, 'score': 0.08502642065286636}, {'corpus_id': 210, 'score': 0.08489751815795898}]]",454
